Number,Id,Types,Name,Type1,Type2,PV,Vitesse,Attaque,Defense,Att_Spe,Def_Spe,Capture,Competence1,CType1,Category1,Power1,Accuracy1,Competence2,CType2,Category2,Power2,Accuracy2,Competence3,CType3,Category3,Power3,Accuracy3,Competence4,CType4,Category4,Power4,Accuracy4,Image,Acier,Combat,Dragon,Eau,Electrik,Fee,Feu,Glace,Insecte,Normal,Plante,Poison,Psy,Roche,Sol,Spectre,Tenebres,Vol
#821,821,Vol Vol,Minisange,Vol,Vol,19,14,4,3,3,3,5,Picpic,Vol,Physique,3,6,Groz'Yeux,Normal,Statut,0,6,Empty,Vol,,,,Empty,Vol,,,,Minisange-EB.png,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,2.0,0.0,1.0,1.0,1.0
#822,822,Vol Vol,Bleuseille,Vol,Vol,34,19,6,5,4,5,2,Picpic,Vol,Physique,3,6,Groz'Yeux,Normal,Statut,0,6,Empty,Vol,,,,Empty,Vol,,,,Bleuseille-EB.png,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,2.0,0.0,1.0,1.0,1.0
#823,823,Acier Vol,Corvaillus,Acier,Vol,49,16,8,10,5,8,0,Strido-Son,Acier,Statut,0,0,Mur de Fer,Acier,Statut,0,0,Empty,Acier,,,,Empty,Vol,,,,Corvaillus-EB.png,0.5,1.0,0.5,1.0,2.0,0.5,2.0,1.0,0.25,0.5,0.25,0.0,0.5,1.0,0.0,1.0,1.0,0.5
#824,824,Insecte Insecte,Larvadar,Insecte,Insecte,12,11,2,2,2,4,5,Survinsecte,Insecte,Special,5,6,Ultrason,Normal,Statut,0,0,Empty,Insecte,,,,Empty,Insecte,,,,Larvadar-EB.png,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#825,825,Insecte Psy,Coléodôme,Insecte,Psy,25,7,3,8,5,9,2,Survinsecte,Insecte,Special,5,6,Mur Lumiere,Psy,Statut,0,0,Empty,Insecte,,,,Empty,Psy,,,,Coléodôme-EB.png,1.0,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,2.0,2.0,2.0
#826,826,Insecte Psy,Astronelle,Insecte,Psy,30,22,4,11,8,12,0,Survinsecte,Insecte,Special,5,6,Mur Lumiere,Psy,Statut,0,0,Empty,Insecte,,,,Empty,Psy,,,,Astronelle-EB.png,1.0,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,2.0,2.0,2.0
#827,827,Tenebres Tenebres,Goupilou,Tenebres,Tenebres,20,12,2,2,4,5,5,Vive-Attaque,Normal,Physique,4,6,Mimi-Queue,Normal,Statut,0,6,Empty,Tenebres,,,,Empty,Tenebres,,,,Goupilou-EB.png,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0
#828,828,Tenebres Tenebres,Roublenard,Tenebres,Tenebres,35,22,5,5,8,9,2,Larcin,Tenebres,Physique,6,6,Vive-Attaque,Normal,Physique,4,6,Empty,Tenebres,,,,Empty,Tenebres,,,,Roublenard-EB.png,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0
#829,829,Plante Plante,Tournicoton,Plante,Plante,20,2,4,6,4,6,3,Feuillage,Plante,Physique,4,6,Berceuse,Normal,Statut,0,0,Empty,Plante,,,,Empty,Plante,,,,Tournicoton-EB.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#830,830,Plante Plante,Blancoton,Plante,Plante,30,15,5,9,8,12,1,Spore Coton,Plante,Statut,0,6,Feuillage,Plante,Physique,4,6,Empty,Plante,,,,Empty,Plante,,,,Blancoton-EB.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#831,831,Normal Normal,Moumouton,Normal,Normal,21,12,4,5,4,4,0,Charge,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Normal,,,,Empty,Normal,,,,Moumouton-EB.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#832,832,Normal Normal,Moumouflon,Normal,Normal,36,22,8,10,6,9,0,Charge,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Normal,,,,Empty,Normal,,,,Moumouflon-EB.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#833,833,Eau Eau,Khélocrok,Eau,Eau,25,11,6,5,3,3,5,Charge,Normal,Physique,4,6,Pistolet a O,Eau,Special,4,6,Empty,Eau,,,,Empty,Eau,,,,Khélocrok-EB.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#834,834,Eau Roche,Torgamord,Eau,Roche,45,18,11,9,4,6,1,Charge,Normal,Physique,4,6,Pistolet a O,Eau,Special,4,6,Empty,Eau,,,,Empty,Roche,,,,Torgamord-EB.png,1.0,2.0,1.0,1.0,2.0,1.0,0.25,0.5,1.0,0.5,4.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#835,835,Electrik Electrik,Voltoutou,Electrik,Electrik,29,6,4,5,4,5,5,Charge,Normal,Physique,4,6,Mimi-Queue,Normal,Statut,0,6,Empty,Electrik,,,,Empty,Electrik,,,,Voltoutou-EB.png,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5
#836,836,Electrik Electrik,Fulgudog,Electrik,Electrik,34,30,9,6,9,6,0,Electrisation,Electrik,Statut,0,0,Charge,Normal,Physique,4,6,Empty,Electrik,,,,Empty,Electrik,,,,Fulgudog-EB.png,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5
#837,837,Roche Roche,Charbi,Roche,Roche,15,7,4,5,4,5,0,Charge,Normal,Physique,4,6,Brouillard,Normal,Statut,0,6,Empty,Roche,,,,Empty,Roche,,,,Charbi-EB.png,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#838,838,Feu Roche,Wagomine,Feu,Roche,40,12,6,9,6,7,0,Nitrocharge,Feu,Physique,5,6,Charge,Normal,Physique,4,6,Empty,Feu,,,,Empty,Roche,,,,Wagomine-EB.png,1.0,2.0,1.0,4.0,1.0,0.5,0.25,0.5,0.5,0.5,1.0,0.5,1.0,2.0,4.0,1.0,1.0,0.5
#839,839,Feu Roche,Monthracite,Feu,Roche,55,7,8,12,8,9,0,Goudronnage,Roche,Statut,0,0,Nitrocharge,Feu,Physique,5,6,Empty,Feu,,,,Empty,Roche,,,,Monthracite-EB.png,1.0,2.0,1.0,4.0,1.0,0.5,0.25,0.5,0.5,0.5,1.0,0.5,1.0,2.0,4.0,1.0,1.0,0.5
#840,840,Dragon Plante,Verpom,Dragon,Plante,20,5,4,8,4,4,5,Repli,Eau,Statut,0,0,Etonnement,Spectre,Physique,3,6,Empty,Dragon,,,,Empty,Plante,,,,Verpom-EB.png,1.0,1.0,2.0,0.25,0.25,2.0,1.0,4.0,2.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#841,841,Dragon Plante,Pomdrapi,Dragon,Plante,35,17,11,8,9,6,0,Repli,Eau,Statut,0,0,Etonnement,Spectre,Physique,3,6,Empty,Dragon,,,,Empty,Plante,,,,Pomdrapi-EB.png,1.0,1.0,2.0,0.25,0.25,2.0,1.0,4.0,2.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#842,842,Dragon Plante,Dratatin,Dragon,Plante,55,7,8,8,10,8,0,Repli,Eau,Statut,0,0,Etonnement,Spectre,Physique,3,6,Empty,Dragon,,,,Empty,Plante,,,,Dratatin-EB.png,1.0,1.0,2.0,0.25,0.25,2.0,1.0,4.0,2.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#843,843,Sol Sol,Dunaja,Sol,Sol,26,11,5,7,3,5,0,Ligotage,Normal,Physique,1,0,Jet de Sable,Sol,Statut,0,6,Empty,Sol,,,,Empty,Sol,,,,Dunaja-EB.png,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#844,844,Sol Sol,Dunaconda,Sol,Sol,36,17,10,12,6,7,2,Coud'Krane,Normal,Physique,13,6,Ligotage,Normal,Physique,1,0,Empty,Sol,,,,Empty,Sol,,,,Dunaconda-EB.png,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#845,845,Eau Vol,Nigosier,Eau,Vol,35,21,8,5,8,9,0,Eructation,Poison,Special,12,0,Picpic,Vol,Physique,3,6,Empty,Eau,,,,Empty,Vol,,,,Nigosier-EB.png,0.5,0.5,1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
#846,846,Eau Eau,Embrochet,Eau,Eau,20,16,6,4,4,3,0,Picpic,Vol,Physique,3,6,Aqua-Jet,Eau,Physique,4,6,Empty,Eau,,,,Empty,Eau,,,,Embrochet-EB.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#847,847,Eau Eau,Hastacuda,Eau,Eau,30,34,12,6,6,5,0,Execu-Son,Tenebres,Physique,8,6,Picpic,Vol,Physique,3,6,Empty,Eau,,,,Empty,Eau,,,,Hastacuda-EB.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#848,848,Electrik Poison,Toxizap,Electrik,Poison,24,10,3,3,5,3,1,Eructation,Poison,Special,12,0,Larme a l'Œil,Normal,Statut,0,0,Empty,Electrik,,,,Empty,Poison,,,,Toxizap-EB.png,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,0.5
#849,849,Electrik Poison,Salarsen,Electrik,Poison,37,18,9,7,11,7,0,Etincelle,Electrik,Physique,6,6,Ondes Etranges,Electrik,Statut,0,6,Empty,Electrik,,,,Empty,Poison,,,,Salarsen_(Aigüe)-EB.png,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,0.5
#850,850,Feu Insecte,Grillepattes,Feu,Insecte,25,11,6,4,5,5,3,Flammeche,Feu,Special,4,6,Brouillard,Normal,Statut,0,6,Empty,Feu,,,,Empty,Insecte,,,,Grillepattes-EB.png,0.5,0.5,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0,0.25,1.0,1.0,4.0,1.0,1.0,1.0,2.0
#851,851,Feu Insecte,Scolocendre,Feu,Insecte,50,16,11,6,9,9,1,Feu d'Enfer,Feu,Special,10,0,Flammeche,Feu,Special,4,6,Empty,Feu,,,,Empty,Insecte,,,,Scolocendre-EB.png,0.5,0.5,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0,0.25,1.0,1.0,4.0,1.0,1.0,1.0,2.0
#852,852,Combat Combat,Poulpaf,Combat,Combat,25,8,6,6,5,5,3,Groz'Yeux,Normal,Statut,0,6,Eclate-Roc,Combat,Physique,4,6,Empty,Combat,,,,Empty,Combat,,,,Poulpaf-EB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#853,853,Combat Combat,Krakos,Combat,Combat,40,10,11,9,7,8,0,Octoprise,Combat,Statut,0,6,Octazooka,Eau,Special,6,0,Empty,Combat,,,,Empty,Combat,,,,Krakos-EB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#854,854,Spectre Spectre,Théffroi,Spectre,Spectre,20,12,4,4,7,5,2,Etonnement,Spectre,Physique,3,6,Repli,Eau,Statut,0,0,Empty,Spectre,,,,Empty,Spectre,,,,Théffroi-EB.png,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#855,855,Spectre Spectre,Polthégeist,Spectre,Spectre,30,17,6,6,13,11,1,Theremonie,Normal,Statut,0,0,Vol-Force,Plante,Statut,0,6,Empty,Spectre,,,,Empty,Spectre,,,,Polthégeist-EB.png,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#856,856,Psy Psy,Bibichut,Psy,Psy,21,9,3,4,5,5,0,Choc Mental,Psy,Special,5,6,Camaraderie,Normal,Statut,0,0,Empty,Psy,,,,Empty,Psy,,,,Bibichut-EB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#857,857,Psy Psy,Chapotus,Psy,Psy,28,12,4,6,8,7,0,Centrifugifle,Tenebres,Physique,6,6,Choc Mental,Psy,Special,5,6,Empty,Psy,,,,Empty,Psy,,,,Chapotus-EB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#858,858,Fee Psy,Sorcilence,Fee,Psy,28,7,9,9,13,10,0,Coupe Psycho,Psy,Physique,7,6,Centrifugifle,Tenebres,Physique,6,6,Empty,Fee,,,,Empty,Psy,,,,Sorcilence-EB.png,2.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0
#859,859,Fee Tenebres,Grimalin,Fee,Tenebres,22,12,4,3,5,4,5,Confidence,Normal,Statut,0,0,Bluff,Normal,Physique,4,6,Empty,Fee,,,,Empty,Tenebres,,,,Grimalin-EB.png,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.5,0.25,1.0
#860,860,Fee Tenebres,Fourbelin,Fee,Tenebres,32,17,6,4,7,5,2,Fourbette,Tenebres,Physique,8,0,Morsure,Tenebres,Physique,6,6,Empty,Fee,,,,Empty,Tenebres,,,,Fourbelin-EB.png,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.5,0.25,1.0
#861,861,Fee Tenebres,Angoliath,Fee,Tenebres,47,15,12,6,9,7,0,Choc Emotionnel,Fee,Physique,7,6,Fourbette,Tenebres,Physique,8,0,Empty,Fee,,,,Empty,Tenebres,,,,Angoliath-EB.png,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.5,0.25,1.0
#862,862,Normal Tenebres,Ixon,Normal,Tenebres,46,23,9,10,6,8,0,Blocage,Tenebres,Statut,0,6,Coup-Croix,Combat,Physique,10,0,Empty,Normal,,,,Empty,Tenebres,,,,Ixon-EB.png,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0
#863,863,Acier Acier,Berserkatt,Acier,Acier,35,12,11,10,5,6,0,Tete de Fer,Acier,Physique,8,6,Fulmifer,Acier,Physique,0,6,Empty,Acier,,,,Empty,Acier,,,,Berserkatt-EB.png,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,2.0,1.0,1.0,0.5
#864,864,Spectre Spectre,Corayôme,Spectre,Spectre,30,7,9,5,14,13,1,Requiem,Normal,Statut,0,0,Charge,Normal,Physique,4,6,Empty,Spectre,,,,Empty,Spectre,,,,Corayôme-EB.png,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#865,865,Combat Combat,Palarticho,Combat,Combat,31,16,13,9,6,8,0,Mur de Fer,Acier,Statut,0,0,Escarmouche,Insecte,Physique,9,6,Empty,Combat,,,,Empty,Combat,,,,Palarticho-EB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#866,866,Glace Psy,M._Glaquette,Glace,Psy,40,17,8,7,11,10,0,Croco Larme,Tenebres,Statut,0,6,Paresse,Normal,Statut,0,0,Empty,Glace,,,,Empty,Psy,,,,M._Glaquette-EB.png,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,1.0
#867,867,Sol Spectre,Tutétékri,Sol,Spectre,29,7,9,14,5,10,0,Griffe Ombre,Spectre,Physique,7,6,Grimace,Normal,Statut,0,6,Empty,Sol,,,,Empty,Spectre,,,,Tutétékri-EB.png,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.25,1.0,0.5,1.0,2.0,2.0,1.0
#868,868,Fee Fee,Crèmy,Fee,Fee,22,8,4,4,5,6,0,Charge,Normal,Physique,4,6,Brume Capiteuse,Fee,Statut,0,0,Empty,Fee,,,,Empty,Fee,,,,Crèmy-EB.png,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
#869,869,Fee Fee,Charmilly,Fee,Fee,32,16,6,7,11,12,2,Nappage,Fee,Statut,0,0,Charge,Normal,Physique,4,6,Empty,Fee,,,,Empty,Fee,,,,Charmilly-EB.png,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
#870,870,Combat Combat,Hexadron,Combat,Combat,32,18,10,10,7,6,0,Charge,Normal,Physique,4,6,Abri,Normal,Statut,0,0,Empty,Combat,,,,Empty,Combat,,,,Hexadron-EB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#871,871,Electrik Electrik,Wattapik,Electrik,Electrik,24,3,10,9,9,8,0,Picpic,Vol,Physique,3,6,Eclair,Electrik,Special,4,6,Empty,Electrik,,,,Empty,Electrik,,,,Wattapik-EB.png,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5
#872,872,Glace Insecte,Frissonille,Glace,Insecte,15,5,2,3,4,3,3,Poudreuse,Glace,Special,4,6,Survinsecte,Insecte,Special,5,6,Empty,Glace,,,,Empty,Insecte,,,,Frissonille-EB.png,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,0.5,1.0,1.0,2.0
#873,873,Glace Insecte,Beldeneige,Glace,Insecte,35,16,6,6,12,9,1,Vent Glace,Glace,Special,5,0,Poudreuse,Glace,Special,4,6,Empty,Glace,,,,Empty,Insecte,,,,Beldeneige-EB.png,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,0.5,1.0,1.0,2.0
#874,874,Roche Roche,Dolman,Roche,Roche,50,17,12,13,2,2,1,Jet-Pierres,Roche,Physique,5,0,Barrage,Normal,Statut,0,0,Empty,Roche,,,,Empty,Roche,,,,Dolman-EB.png,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#875,875,Glace Glace,Bekaglaçon,Glace,Glace,37,12,8,11,6,9,1,Poudreuse,Glace,Special,4,6,Charge,Normal,Physique,4,6,Empty,Glace,,,,Empty,Glace,,,,Bekaglaçon_(Tête_de_Gel)-EB.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#876,876,Normal Psy,Wimessir,Normal,Psy,30,23,6,5,10,9,0,Force Ajoutee,Psy,Special,2,6,Camaraderie,Normal,Statut,0,0,Empty,Normal,,,,Empty,Psy,,,,Wimessir_(Mâle)-EB.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,2.0,1.0
#877,877,Electrik Tenebres,Morpeko,Electrik,Tenebres,29,24,9,5,7,5,3,Eclair,Electrik,Special,4,6,Mimi-Queue,Normal,Statut,0,6,Empty,Electrik,,,,Empty,Tenebres,,,,Morpeko_(Mode_Rassasié)-EB.png,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,0.5
#878,878,Acier Acier,Charibari,Acier,Acier,36,10,8,4,4,4,3,Charge,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Acier,,,,Empty,Acier,,,,Charibari-EB.png,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,2.0,1.0,1.0,0.5
#879,879,Acier Acier,Pachyradjah,Acier,Acier,61,7,13,6,8,6,3,Tacle Lourd,Acier,Physique,0,6,Charge,Normal,Physique,4,6,Empty,Acier,,,,Empty,Acier,,,,Pachyradjah-EB.png,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,2.0,1.0,1.0,0.5
#880,880,Dragon Electrik,Galvagon,Dragon,Electrik,45,18,10,9,8,7,0,Charge,Normal,Physique,4,6,Eclair,Electrik,Special,4,6,Empty,Dragon,,,,Empty,Electrik,,,,Galvagon-EB.png,0.5,1.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5
#881,881,Electrik Glace,Galvagla,Electrik,Glace,45,13,10,9,9,8,0,Poudreuse,Glace,Special,4,6,Eclair,Electrik,Special,4,6,Empty,Electrik,,,,Empty,Glace,,,,Galvagla-EB.png,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5
#882,882,Dragon Eau,Hydragon,Dragon,Eau,45,18,9,10,7,8,0,Charge,Normal,Physique,4,6,Pistolet a O,Eau,Special,4,6,Empty,Dragon,,,,Empty,Eau,,,,Hydragon-EB.png,0.5,1.0,2.0,0.25,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#883,883,Eau Glace,Hydragla,Eau,Glace,45,13,9,10,8,9,0,Poudreuse,Glace,Special,4,6,Pistolet a O,Eau,Special,4,6,Empty,Eau,,,,Empty,Glace,,,,Hydragla-EB.png,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#884,884,Acier Dragon,Duralugon,Acier,Dragon,35,21,9,11,12,5,0,Griffe Acier,Acier,Physique,5,0,Groz'Yeux,Normal,Statut,0,6,Empty,Acier,,,,Empty,Dragon,,,,Duralugon-EB.png,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.25,0.0,0.5,0.5,2.0,1.0,1.0,0.5
#885,885,Dragon Spectre,Fantyrm,Dragon,Spectre,14,20,6,3,4,3,0,Etonnement,Spectre,Physique,3,6,Harcelement,Insecte,Special,2,6,Empty,Dragon,,,,Empty,Spectre,,,,Fantyrm-EB.png,1.0,0.0,2.0,0.5,0.5,2.0,0.5,2.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#886,886,Dragon Spectre,Dispareptil,Dragon,Spectre,34,25,8,5,6,5,0,Dracochoc,Dragon,Special,8,6,Coup Bas,Tenebres,Physique,7,6,Empty,Dragon,,,,Empty,Spectre,,,,Dispareptil-EB.png,1.0,0.0,2.0,0.5,0.5,2.0,0.5,2.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#887,887,Dragon Spectre,Lanssorien,Dragon,Spectre,44,35,12,7,10,7,0,Draco-Fleches,Dragon,Physique,5,6,Dracosouffle,Dragon,Special,6,6,Empty,Dragon,,,,Empty,Spectre,,,,Lanssorien-EB.png,1.0,0.0,2.0,0.5,0.5,2.0,0.5,2.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#888,888,Acier Fee,Zacian,Acier,Fee,46,34,13,11,8,11,0,Lame Sainte,Combat,Physique,9,6,Prevention,Combat,Statut,0,0,Empty,Acier,,,,Empty,Fee,,,,Zacian_(Épée_Suprême)-EB.png,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.5,0.25,0.5,0.5,0.0,0.5,0.5,2.0,1.0,0.5,0.5
#889,889,Acier Combat,Zamazenta,Acier,Combat,46,34,13,11,8,11,0,Fulmifer,Acier,Physique,0,6,Garde Large,Roche,Statut,0,0,Empty,Acier,,,,Empty,Combat,,,,Zamazenta_(Bouclier_Suprême)-EB.png,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,0.25,0.5,0.5,0.0,1.0,0.25,2.0,1.0,0.5,1.0
#890,890,Dragon Poison,Éthernatos,Dragon,Poison,70,32,8,9,14,9,5,Queue-Poison,Poison,Physique,5,6,Onde Folie,Spectre,Statut,0,6,Empty,Dragon,,,,Empty,Poison,,,,Éthernatos-EB.png,1.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,0.5,1.0,0.25,0.5,2.0,1.0,2.0,1.0,1.0,1.0
